artist,song
Shablo,M' Manc
The Kid LAROI,GO
Tyla Yaweh,Tommy Lee
Ufo361,Emotions 2.0
Vance Joy,Riptide
A Boogie Wit da Hoodie,Bleed
BTS,Stay Gold
Beyoncé,BLACK PARADE
Bonez MC,Big Body Benz
Capital Bra,Ich weiß nicht mal wie sie heißt
Curtis Waters,Stunnin
J. Cole,Snow On Tha Bluff
Lil Baby,We Paid
Peach Tree Rascals,Mariposa
Tyga,VACATION
Wallows,Are You Bored Yet?
Aya Nakamura,Djadja
BLACKPINK,How You Like That
Boomdabash,Karaoke
Bring Me The Horizon,Parasite Eve
Feid,PORFA Remix (
Jay Wheeler,La Curiosidad
Kanye West,Wash Us In The Blood
Megan Thee Stallion,Girls in the Hood
Miksu / Macloud,XXL
Polo G,21
Trevor Daniel,Past Life
ZAAC,Desce Pro Play
iann dior,Prospect
6ix9ine,YAYA
Anuel AA,El Manual
Anuel AA,Narcos
Apache 207,Bläulich
Juanfran,Como Llora
Juice WRLD,Life's A Mess
Pop Smoke,44 BullDog
Pop Smoke,Aim For The Moon
Pop Smoke,Bad Bitch From Tokyo
Pop Smoke,Creature
Pop Smoke,Enjoy Yourself
Pop Smoke,For The Night
Pop Smoke,Gangstas
Pop Smoke,Got It On Me
Pop Smoke,Mood Swings
Pop Smoke,Snitching
Pop Smoke,Something Special
Pop Smoke,The Woo
Pop Smoke,Tunnel Vision
Pop Smoke,West Coast Shit
Pop Smoke,What You Know Bout Love
Pop Smoke,Yea Yea
Ty Dolla $ign,Ego Death
Camilo,El Mismo Aire - con Pablo Alborán
Joel Corry,Head & Heart
Juice WRLD,Anxiety - Intro
Juice WRLD,Bad Energy
Juice WRLD,Blood On My Jeans
Juice WRLD,Can't Die
Juice WRLD,Come & Go
Juice WRLD,Conversations
Juice WRLD,Fighting Demons
Juice WRLD,Hate The Other Side
Juice WRLD,I Want It
Juice WRLD,Juice WRLD Speaks From Heaven - Outro
Juice WRLD,Man Of The Year
Juice WRLD,Screw Juice
Juice WRLD,Stay High
Juice WRLD,"The Man, The Myth, The Legend - Interlude"
Juice WRLD,Titanic
Juice WRLD,Up Up And Away
Juice WRLD,Wishing Well
KAROL G,"Ay, DiOs Mío!"
Kane Brown,Be Like That -
Kid Cudi,The Adventures of Moon Man & Slim Shady
Kontra K,Tiefschwarz
Rauw Alejandro,Tattoo - Remix with Camilo
Red Velvet - IRENE & SEULGI,Monster
Robin Schulz,Alane
Rod Wave,Rags2Riches
Tainy,Agua
Tate McRae,you broke me first
VIZE,Never Let Me Down
Aya Nakamura,Jolie nana
DJ Khaled,GREECE
DJ Khaled,POPSTAR
El Alfa,Singapur
Headie One,Only You Freestyle
Kygo,What's Love Got to Do with It
Luciano,Never Know
One Direction,What Makes You Beautiful
Apache 207,Unterwegs
Capital Bra,Andere Welt
Conan Gray,Heather
J Balvin,UN DIA
J. Cole,Lion King On Ice
J. Cole,t h e . c l i m b . b a c k
Jason Derulo,Take You Dancing
Logic,Hit My Line
Logic,Perfect
Maroon 5,Nobody's Love
Niack,Oh Juliana
One Direction,Story of My Life
Taylor Swift,august
Taylor Swift,betty
Taylor Swift,cardigan
Taylor Swift,epiphany
Taylor Swift,exile
Taylor Swift,hoax
Taylor Swift,illicit affairs
Taylor Swift,invisible string
Taylor Swift,mad woman
Taylor Swift,mirrorball
Taylor Swift,my tears ricochet
Taylor Swift,peace
Taylor Swift,seven
Taylor Swift,the 1
Taylor Swift,the last great american dynasty
Taylor Swift,this is me trying
The Kid LAROI,TELL ME WHY
Trueno,Mamichula - con Nicki Nicole
Ufo361,Shit Changed
A$AP Ferg,Move Ya Hips
Apache 207,Sie ruft
Billie Eilish,my future
Bonez MC,Tilidin Weg
BØRNS,Electric Love
Future,Over Your Head
Jason Derulo,Coño
Maluma,Hawái
NLE Choppa,Narrow Road
Sam Smith,My Oasis
24kGoldn,Mood
6ix9ine,PUNANI
Cardi B,WAP
DaBaby,BLIND
Doja Cat,Freak
Joji,Daylight
Jowell & Randy,Anaranjado
Juice WRLD,Smile
Labrinth,Still Don't Know My Name
Rod Wave,Rags2Riches 2
Saweetie,Tap In
mgk,my ex's best friend
twocolors,Lovefool
BANNERS,Someone To You
Drake,Laugh Now Cry Later
Internet Money,Lemonade
KITSCHKRIEG,Unterwegs
Kendrick Lamar,Money Trees
Miley Cyrus,Midnight Sky
Miley Cyrus,When I Look At You
Morgan Wallen,7 Summers
Super Yei,Lean
BTS,Dynamite
Bausa,2012
Capital Bra,Frühstück in Paris
Headie One,Ain't It Different
ITZY,Not Shy
Jerry Di,Mi Cuarto
KHEA,Ayer Me Llamó Mi Ex
Kofs,Bande organisée
Maluma,ADMV
Maluma,Parce
Manuel Turizo,Quiéreme Mientras Se Pueda
Ozuna,Caramelo - Remix
Polo G,Martin & Gina
Travis Scott,"The Plan - From the Motion Picture ""TENET"
blackbear,if I were u
BLACKPINK,Ice Cream
Bea Miller,feel something
Calvin Harris,Over Now
Cordae,Gifted
Dalex,+Linda
Internet Money,Blastoff
Jonas Esticado,Investe Em Mim
Justin Quiles,Jeans
K/DA,THE BADDEST
Katy Perry,Cry About It Later
Maluma,Madrid
The Neighbourhood,Sweater Weather
Big Sean,Lithuania
Big Sean,Wolves
Bonez MC,Fuckst mich nur ab
Farruko,La Tóxica
Lil Peep,Star Shopping
Master KG,Jerusalema
Ozuna,Del Mar
Ozuna,Despeinada
Pop Smoke,Hello
SZA,Hit Different
Sech,Relación - Remix
WhoHeem,Lets Link
salem ilese,Mad at Disney
Bonez MC,Ihr Hobby
Clean Bandit,Tick Tock
Daddy Yankee,Don Don
Marshmello,OK Not To Be OK
Matuê,Máquina do Tempo
Money Man,24
Ofenbach,Head Shoulders Knees & Toes
Ozuna,Una Locura
Ritt Momney,Put Your Records On
Vedo,You Got It
Anitta,Me Gusta
Ashnikko,Daisy
Ava Max,Who's Laughing Now
Damso,BXL ZOO
Damso,DEUX TOILES DE MER
Justin Bieber,Holy
Kygo,Hot Stuff
Lele Pons,Se Te Nota
Lil Tecca,Dolly
Sam Smith,Diamonds
Camilo,Vida de Rico
Fleetwood Mac,Dreams - 2004 Remaster
Joji,Afterthought
Joji,Ew
Joji,MODUS
Joji,Pretty Boy
Joji,Tick Tock
Joji,Your Man
Polo G,Epidemic
Travis Scott,FRANCHISE
ZAYN,Better
mgk,bloody valentine
mgk,drunk face
mgk,forget me too
21 Savage,Brand New Draco
21 Savage,Glock In My Lap
21 Savage,Many Men
21 Savage,Mr. Right Now
21 Savage,My Dawg
21 Savage,No Opp Left Behind
21 Savage,RIP Luv
21 Savage,Rich Nigga Shit
21 Savage,Runnin
21 Savage,Slidin
21 Savage,Snitches & Rats
21 Savage,Steppin On Niggas
BLACKPINK,Bet You Wanna
BLACKPINK,Crazy Over You
BLACKPINK,Love To Hate Me
BLACKPINK,Lovesick Girls
BLACKPINK,Pretty Savage
BLACKPINK,You Never Know
Bryson Tiller,Outta Time
Clairo,Sofia
Internet Money,Lemonade - Remix
Jawsh 685,Savage Love (Laxed – Siren Beat)
Miley Cyrus,Heart Of Glass
Shawn Mendes,Wonder
The Neighbourhood,Daddy Issues
Wisin,Mi Niña
13 Organisé,Bande organisée
Bebe Rexha,"Baby, I'm Jealous"
Manuel Turizo,La Nota
Os Barões Da Pisadinha,Recairei - Ao Vivo
Fousheé,Deep End
G-Eazy,Hate The Way
James Arthur,Train Wreck
Justin Bieber,Lonely
Lana Del Rey,Let Me Love You Like A Woman
Lauv,Fake
Rauw Alejandro,Enchule
Adele,Someone Like You
Ariana Grande,positions
Bonez MC,Angeklagt
CJ,Whoopty
CORPSE,E-GIRLS ARE RUINING MY LIFE!
Cali Y El Dandee,Nada
DDG,Moonwalking in Calabasas
Jack Harlow,Tyler Herro
KAROL G,BICHOTA
Little Mix,Sweet Melody
Luke Combs,Forever After All
MAX,Blueberry Eyes
Nelly Furtado,Promiscuous
Octavian,Papi Chulo
Sebastian Yatra,Chica Ideal
TWICE,I CAN'T STOP ME
The Kid LAROI,SO DONE
Ty Dolla $ign,Spicy
Ariana Grande,34+35
Ariana Grande,just like magic
Ariana Grande,love language
Ariana Grande,motive
Ariana Grande,my hair
Ariana Grande,nasty
Ariana Grande,obvious
Ariana Grande,off the table
Ariana Grande,pov
Ariana Grande,safety net
Ariana Grande,shut up
Ariana Grande,six thirty
Ariana Grande,west side
Bad Bunny,DÁKITI
Dua Lipa,Fever
K/DA,MORE
MEDUZA,Paradise
Pink Sweat$,At My Worst
Rauw Alejandro,Reloj
Sam Smith,Kids Again
Tiësto,The Business
C. Tangana,Tú Me Dejaste De Querer
Maluma,Hawái - Remix
Sech,La Luz
The Kid LAROI,ALWAYS DO
The Kid LAROI,TRAGIC
Billie Eilish,Therefore I Am
Coldplay,Yellow
Future,Drankin N Smokin
Future,Stripes Like Burberry
Future,That’s It
HVME,Goosebumps
Lil Nas X,HOLIDAY
Rauw Alejandro,De Cora <3
BTS,Blue & Grey
BTS,Dis-ease
BTS,Fly To My Room
BTS,Life Goes On
BTS,Skit
BTS,Stay
BTS,Telepathy
Christian Nodal,Dime Cómo Quieres
Justin Timberlake,Mirrors
Megan Thee Stallion,Body
Miley Cyrus,Prisoner
Morgan Wallen,Somebody’s Problem
Nicky Jam,Polvo
Sfera Ebbasta,Abracadabra
Sfera Ebbasta,Baby
Sfera Ebbasta,Hollywood
Sfera Ebbasta,Tik Tok
Shawn Mendes,Monster
Bad Bunny,120
Bad Bunny,ANTES QUE SE ACABE
Bad Bunny,BOOKER T
Bad Bunny,EL MUNDO ES MÍO
Bad Bunny,HACIENDO QUE ME AMAS
Bad Bunny,HOY COBRÉ
Bad Bunny,LA DROGA
Bad Bunny,LA NOCHE DE ANOCHE
Bad Bunny,MALDITA POBREZA
Bad Bunny,SORRY PAPI
Bad Bunny,TE DESEO LO MEJOR
Bad Bunny,TE MUDASTE
Bad Bunny,TRELLAS
Bad Bunny,YO VISTO ASÍ
Boza,Hecha Pa' Mi
Burl Ives,A Holly Jolly Christmas
Migrantes,Si Me Tomo Una Cerveza
Miley Cyrus,Angels Like You
Miley Cyrus,Plastic Hearts
Studio Killers,Jenny
Trio Vegabajeño,CANTARES DE NAVIDAD
Bizarrap,"Nathy Peluso: Bzrp Music Sessions, Vol. 36"
Camilo,BEBÉ
Juice WRLD,Real Shit
Lil Baby,Errbody
Shawn Mendes,Teach Me How To Love
The Kid LAROI,WITHOUT YOU
The Weeknd,Blinding Lights (with ROSALÍA) - Remix
Jack Harlow,Way Out
Jack Harlow,Whats Poppin
Juice WRLD,Reminds Me Of You
Kid Cudi,Another Day
Kid Cudi,Beautiful Trip
Kid Cudi,Damaged
Kid Cudi,Dive
Kid Cudi,Heaven On Earth
Kid Cudi,Sad People
Kid Cudi,She Knows This
Kid Cudi,Show Out
Kid Cudi,"Solo Dolo, Pt. III"
Kid Cudi,Tequila Shots
Kid Cudi,The Void
Sia,Snowman
Taylor Swift,champagne problems
Taylor Swift,closure
Taylor Swift,coney island
Taylor Swift,cowboy like me
Taylor Swift,dorothea
Taylor Swift,evermore
Taylor Swift,gold rush
Taylor Swift,happiness
Taylor Swift,ivy
Taylor Swift,long story short
Taylor Swift,marjorie
Taylor Swift,"no body, no crime"
Taylor Swift,tis the damn season
Taylor Swift,tolerate it
Taylor Swift,willow
Ava Max,Christmas Without You
Black Eyed Peas,GIRL LIKE ME
Eagles,Please Come Home for Christmas - 2013 Remaster
Ed Sheeran,Afterglow
Eminem,Gnat
Idina Menzel,Baby It's Cold Outside
Liam Payne,Naughty List
Mariah Carey,Oh Santa!
Meghan Trainor,My Kind Of Present
Myke Towers,Bandido
Shawn Mendes,The Christmas Song
Arctic Monkeys,Do I Wanna Know?
Arctic Monkeys,Why'd You Only Call Me When You're High?
Glass Animals,Heat Waves
Jason Derulo,Love Not War
Jorge & Mateus,Lance Individual
Justin Quiles,Ponte Pa' Mi
Luísa Sonza,MODO TURBO
Mother Mother,Hayloft
Os Barões Da Pisadinha,Basta Você Me Ligar - Ao Vivo
Petter Ferraz,Amor ou o Litrão
Playboi Carti,Slay3r
Robin Schulz,All We Got
SZA,Good Days
Tarcísio do Acordeon,Meia Noite
347aidan,Dancing in My Room
Apache 207,Angst
Justin Bieber,Anyone
Nirvana,Smells Like Teen Spirit
Doja Cat,Streets
Megan Thee Stallion,Cry Baby
Milly,No Te Enamores - Remix
Morgan Wallen,865
Morgan Wallen,More Than My Hometown
Morgan Wallen,Sand In My Boots
Morgan Wallen,Warning
Morgan Wallen,Wasted On You
Olivia Rodrigo,drivers license
Saweetie,Best Friend
Tones And I,Fly Away
ZAYN,Vibez
Anne-Marie,Don't Play
Ariana Grande,34+35 Remix
Bring Me The Horizon,Can You Feel My Heart
Erica Banks,Buss It
Juice WRLD,Bad Boy
KASIMIR1441,Ohne Dich
KEVIN ROLDAN,HASTA ABAJO
Lana Del Rey,Chemtrails Over The Country Club
Masked Wolf,Astronaut In The Ocean
Selena Gomez,De Una Vez
Travis Scott,Goosebumps - Remix
Wesley Safadão,"Ele É Ele, Eu Sou Eu"
Anuel AA,Antes
Anuel AA,Los Dioses
Billie Eilish,Lo Vas A Olvidar
Camilo,Ropa Cara
Jason Derulo,Lifestyle
Kawe,Mds
Sabrina Carpenter,Skin
Sara Kays,Remember That Night?
ATB,Your Love
Brent Faiyaz,GRAVITY
DJ Ivis,Esquema Preferido
Diego & Victor Hugo,Facas - Ao Vivo
Maluma,Agua de Jamaica
Selena Gomez,Baila Conmigo
benny blanco,You
Bruno Mars,Just the Way You Are
Cardi B,Up
Martin Garrix,Pressure
Sia,Floating Through Space
The Weeknd,Earned It
Ava Max,My Head & My Heart
Dua Lipa,We're Good
GIVĒON,Heartbreak Anniversary
KAROL G,LOCATION
Lil Tjay,Calling My Phone
Los Legendarios,Fiel
Nathan Evans,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix
OneRepublic,Counting Stars
Rochy RD,Ella No Es Tuya - Remix
Sech,911
Taylor Swift,Love Story
Ariana Grande,test drive
Bausa,Madonna
ElyOtto,SugarCrash!
Gotye,Somebody That I Used To Know
Kali Uchis,telepatía
NF,CLOUDS
Pooh Shiesty,Back in Blood
Raí Saia Rodada,Tapão Na Raba
Riton,Friday
a-ha,Take on Me
C. Tangana,Párteme La Cara
Nicky Jam,Fan de Tus Fotos
Pop Smoke,AP - Music from the film Boogie
Post Malone,Only Wanna Be With You - Pokémon 25 Version
Sam Fischer,What Other People Say
Booba,Mona Lisa
Bruno Mars,Leave The Door Open
Camilo,Machu Picchu
DJ Snake,Selfish Love
Daddy Yankee,PROBLEMA
Drake,Lemon Pepper Freestyle
Drake,Wants and Needs
Drake,What’s Next
Francesca Michielin,CHIAMAMI PER NOME
Gym Class Heroes,Stereo Hearts
Hippie Sabotage,Devil Eyes
Juice WRLD,Life's A Mess II
Justin Bieber,Hold On
Lil Baby,Real As It Gets
Madame,VOCE
Maroon 5,Beautiful Mistakes
Måneskin,ZITTI E BUONI
Rusherking,Además de Mí - Remix
Bizarrap,"L-Gante: Bzrp Music Sessions, Vol.38"
Gym Class Heroes,Cupid's Chokehold / Breakfast in America
Hugo & Guilherme,Coração Na Cama - Ao Vivo
Imagine Dragons,Follow You
Israel & Rodolffo,Batom de Cereja - Ao Vivo
Joel Corry,BED
KSI,Patience -
NF,LOST
Nio Garcia,Travesuras - Remix
Pamungkas,To the Bone
ROSÉ,Gone
ROSÉ,On The Ground
Selena Gomez,Dámelo To
mgk,DAYWALKER!
Bruno Mars,Talking to the Moon
J Balvin,Tu Veneno
Justin Bieber,2 Much
Justin Bieber,As I Am
Justin Bieber,Deserve You
Justin Bieber,Die For You
Justin Bieber,Ghost
Justin Bieber,Love You Different
Justin Bieber,Loved By You
Justin Bieber,Off My Face
Justin Bieber,Peaches
Justin Bieber,Somebody
Justin Bieber,Unstable
Lana Del Rey,White Dress
Lil Tjay,Headshot
Maroon 5,Payphone
AURORA,Runaway
Beach Bunny,Cloud 9
KAROL G,EL MAKINON
Lil Nas X,MONTERO
Malu,Disco Arranhado - Funk Remix
Myke Towers,Explícito
Ofenbach,Wasted Love
P!nk,Cover Me In Sunshine
Rod Wave,Richer
Taylor Swift,You All Over Me
Zoe Wees,Girls Like Us
Ashnikko,Slumber Party
BTS,Film out
Demi Lovato,Dancing With The Devil
Demi Lovato,Met Him Last Night
KHEA,WACHA
Lil Tjay,Run It Up
MARINA,Bubblegum Bitch
Olivia Rodrigo,deja vu
Taylor Swift,Mr. Perfectly Fine
DMX,Ruff Ryders' Anthem
DMX,X Gon' Give It To Ya
Doja Cat,Kiss Me More
J Balvin,Otra Noche Sin Ti
Nio Garcia,AM
Polo G,RAPSTAR
Taylor Swift,Breathe
Taylor Swift,Don’t You
Taylor Swift,Fearless
Taylor Swift,Fifteen
Taylor Swift,Forever & Always
Taylor Swift,Hey Stephen
Taylor Swift,Tell Me Why
Taylor Swift,That’s When
Taylor Swift,The Way I Loved You
Taylor Swift,We Were Happy
Taylor Swift,White Horse
Taylor Swift,You Belong With Me
Taylor Swift,You’re Not Sorry
Tom Odell,Another Love
Twenty One Pilots,Shy Away
Alok,Liberdade
Dj Guuga,"Volta Bebê, Volta Neném"
Eminem,The Real Slim Shady
Maluma,Aloha
Os Barões Da Pisadinha,Quero Ver é Me Esquecer
Regard,You
Russ Millions,Body
Sebastian Yatra,Pareja Del Año
Young Stoner Life,Diamonds Dancing
Young Stoner Life,Ski
Young Stoner Life,Solid
Bruno Mars,When I Was Your Man
Gera MX,Botella Tras Botella
H.E.R.,Come Through
Majestic,Rasputin
Mimi Webb,Good Without
Anitta,Girl From Rio
Baby Keem,durag activity
Billie Eilish,Your Power
Bizarrap,"Snow Tha Product: Bzrp Music Sessions, Vol. 39"
DJ Khaled,EVERY CHANCE I GET
DJ Khaled,I DID IT
DJ Khaled,LET IT GO
ITZY,In the morning
Joyner Lucas,Ramen & OJ
Mora,512
StarBoi3,Dick
Surf Curse,Freaks
TINI,Miénteme
Tion Wayne,Body (Remix)
Tom Grennan,Little Bit of Love
Twenty One Pilots,Choker
mgk,love race
187 Strassenbande,Extasy
Alex Rose,Me Fije
Coldplay,Higher Power
Don Toliver,What You Need
J. Cole,i n t e r l u d e
Jorge & Mateus,Paradigmas
Lil Tecca,NEVER LEFT
MC Kevin o Chris,Tipo Gin - Ao Vivo
Mc Davi,Bipolar
OneRepublic,Run
Rauw Alejandro,2/Catorce
Trippie Redd,Miss The Rage
Bella Poarch,Build a Bitch
Crissin,Poblado
Internet Money,His & Hers
J. Cole,1 0 0 . m i l ‘
J. Cole,9 5 . s o u t h
J. Cole,a m a r i
J. Cole,a p p l y i n g . p r e s s u r e
J. Cole,c l o s e
J. Cole,h u n g e r . o n . h i l l s i d e
J. Cole,l e t . g o . m y . h a n d
J. Cole,m y . l i f e
J. Cole,p r i d e . i s . t h e . d e v i l
J. Cole,p u n c h i n ‘ . t h e . c l o c k
Martin Garrix,We Are The People
Migos,Straightenin
Nicki Minaj,Seeing Green
Olivia Rodrigo,good 4 u
Sech,Sal y Perrea
sangiovanni,malibu
Anne-Marie,Our Song
BTS,Butter
Barbara Pravi,Voilà
Blind Channel,Dark Side
Daði Freyr,10 Years
Dream,Mask
Galantis,Heartbreak Anthem
Gjon's Tears,Tout l'univers
Go_A,SHUM
Lil Nas X,SUN GOES DOWN
Måneskin,I WANNA BE YOUR SLAVE
NATTI NATASHA,Ram Pam Pam
Olivia Rodrigo,"1 step forward, 3 steps back"
Olivia Rodrigo,brutal
Olivia Rodrigo,enough for you
Olivia Rodrigo,favorite crime
Olivia Rodrigo,happier
Olivia Rodrigo,hope ur ok
Olivia Rodrigo,"jealousy, jealousy"
Olivia Rodrigo,traitor
Polo G,GANG GANG
Rauw Alejandro,Todo De Ti
Twenty One Pilots,Saturday
Cochise,Tell Em
Eminem,Killer
J Balvin,Qué Más Pues?
Juice WRLD,734
Marshmello,Leave Before You Love Me
Mc Poze do Rodo,Vida Louca
Måneskin,CORALINE
Bad Bunny,Yonaguni
Billie Eilish,Lost Cause
Calvin Harris,By Your Side
John Mayer,Last Train Home
Justin Quiles,Loco
Justin Wellington,Iko Iko
Lil Baby,Hats Off
Lil Baby,Voice of the Heroes
Matt Maltese,As the World Caves In
Måneskin,Beggin
Roddy Ricch,late at night
Soso Maness,Petrouchka
TOMORROW X TOGETHER,0X1=LOVESONG
WILLOW,t r a n s p a r e n t s o u l
Bizarrap,"Eladio Carrion: Bzrp Music Sessions, Vol. 40"
Doja Cat,Need to Know
Fedez,MILLE –
Lorde,Solar Power
Maroon 5,Lost
Matheus Fernandes,Baby Me Atende
Megan Thee Stallion,Thot Shit
Migos,Avalanche
Migos,Having Our Way
Migos,Malibu
Migos,Modern Day
Polo G,Black Hearted
Polo G,Clueless
Polo G,No Return
Polo G,Painting Pictures
TWICE,Alcohol-Free
Trinidad Cardona,Dinero
BLANCO,MI FAI IMPAZZIRE
DaBaby,Ball If I Want To
J Balvin,Poblado - Remix
KSI,Holiday
Tate McRae,working
Tyler,LUMBERJACK
Vegedream,Ramenez la coupe à la maison
Wisin,Fiel - Remix
BANDIDO,No Me Conocen (Remix)
Bo Burnham,All Eyes On Me
DaBaby,Red Light Green Light
Doja Cat,Ain't Shit
Doja Cat,Been Like This
Doja Cat,Get Into It
Doja Cat,I Don't Do Drugs
Doja Cat,Naked
Doja Cat,Payday
Doja Cat,Woman
Doja Cat,You Right
Ed Sheeran,Bad Habits
João Gomes,Meu Pedaço de Pecado
MC Zaquin,Não Nasceu pra Namorar
MYA,2:50 Remix
Madison Beer,Reckless
Mari Fernandez,"Não, Não Vou"
Nio Garcia,AM Remix
Pashanim,Sommergewitter
Tyler,CORSO
Tyler,HOT WIND BLOWS
Tyler,JUGGERNAUT
Tyler,LEMONHEAD
Tyler,MANIFESTO
Tyler,MASSA
Tyler,RISE!
Tyler,RUNITUP
Tyler,SIR BAUDELAIRE
Tyler,SWEET / I THOUGHT YOU WANTED TO DANCE
Tyler,WILSHIRE
Tyler,WUSYANAME
Big Red Machine,Renegade
Bizarrap,"Nicky Jam: Bzrp Music Sessions, Vol. 41"
Brent Faiyaz,Wasting Time (
Gusttavo Lima,Ficha Limpa
Imagine Dragons,Wrecked
Israel & Rodolffo,Faz Amor Comigo Só Hoje - Ao Vivo
J Balvin,In Da Getto
Jamie Miller,Here's Your Perfect
Marc Seguí,Tiroteo - Remix
Rauw Alejandro,Sexo Virtual
Sarah Cothran,As the World Caves In
Shirin David,Lieben wir
Shouse,Love Tonight
BIA,WHOLE LOTTA MONEY
BTS,Permission to Dance
Bad Bunny,De Museo
Becky G,FULANITO
Billie Eilish,NDA
Dave,Clash
Dhruv,double take
Farruko,Pepas
João Gomes,Aquelas Coisas
Kane Brown,Memory
Luan Santana,MORENA
Maluma,Sobrio
Matheus Fernandes,Baby Me Atende - Ao Vivo
Mora,Volando - Remix
Post Malone,Motley Crew
The Kid LAROI,STAY
Tiago PZK,Entre Nosotros
Bo Burnham,Bezos I
Camilo,KESI - Remix
John Mayer,Shot in the Dark
Normani,Wild Side
Pop Smoke,Bout A Million
Pop Smoke,Brush Em
Pop Smoke,Coupe
Pop Smoke,Demeanor
Pop Smoke,Genius
Pop Smoke,Manslaughter
Pop Smoke,More Time
Pop Smoke,Tell The Vision
Pop Smoke,Woo Baby
Sleepy Hallow,2055
Trippie Redd,Holy Smokes
Anne-Marie,Kiss My
Belly,Better Believe
Blxst,Chosen
Camila Cabello,Don't Go Yet
Dave,Verdansk
Emilia,como si no importara
Ingratax,París
João Gomes,Se For Amor
Khalid,New Normal
Lil Nas X,INDUSTRY BABY
Luísa Sonza,penhasco.
RAF Camora,Blaues Licht
Rauw Alejandro,Cúrame
Smiley,Over The Top
The Kid LAROI,NOT SOBER
Walker Hayes,Fancy Like
Aventura,Volví
Billie Eilish,Billie Bossa Nova
Billie Eilish,Everybody Dies
Billie Eilish,GOLDWING
Billie Eilish,Getting Older
Billie Eilish,Halley's Comet
Billie Eilish,Happier Than Ever
Billie Eilish,I Didn't Change My Number
Billie Eilish,Male Fantasy
Billie Eilish,Not My Responsibility
Billie Eilish,OverHeated
Billie Eilish,Oxytocin
Bizarrap,YaMeFui
Bruno Mars,Skate
Gera MX,Se Me Olvidó
Kungs,Never Going Home
Montez,Auf & Ab
Myke Towers,ALMAS GEMELAS
PinkPantheress,Pain
Becky Hill,Remember
Jack Harlow,SUVs
KSI,Lose
Lil Tecca,REPEAT IT
Martin Garrix,Love Runs Out
Ruth B.,Dandelions
Sefo,Bilmem Mi?
Steve Lacy,Dark Red
Tarcísio do Acordeon,Rolê
The Weeknd,Take My Breath - Single Version
Elton John,Cold Heart - PNAU Remix
Joel Corry,OUT OUT
Kygo,Love Me Now
Lizzo,Rumors
Maria Becerra,Mi Debilidad
Matuê,Quer Voar
PinkPantheress,Just for Me
Tai Verdes,AOK
Tanishk Bagchi,Raataan Lambiyan
Tiësto,Don't Be Shy
mgk,papercuts
A-Wall,Loverboy
Alesso,Chasing Stars
Clinton Kane,I GUESS I'M IN LOVE
Ed Sheeran,Visiting Hours
Henrique & Juliano,Arranhão - Ao Vivo
Jasleen Royal,Ranjha
John Amplificado,Chega E Senta - Ao Vivo
Lorde,Mood Ring
Sam Smith,Like I Can
Shawn Mendes,Summer of Love
Skrillex,Don’t Go
TOMORROW X TOGETHER,LO$ER=LO♡ER
Trippie Redd,Matt Hardy 999
Trippie Redd,Rich MF
Wizkid,Essence
bbno$,edamame
Baby Keem,family ties
Belly,"Belly, The Weeknd - Die For It"
Coolio,Gangsta's Paradise
Halsey,"I am not a woman, I'm a god"
Kanye West,24
Kanye West,Believe What I Say
Kanye West,Come to Life
Kanye West,Donda
Kanye West,Donda Chant
Kanye West,God Breathed
Kanye West,Heaven and Hell
Kanye West,Hurricane
Kanye West,Jail
Kanye West,Jail pt 2
Kanye West,Jesus Lord
Kanye West,Jesus Lord pt 2
Kanye West,Jonah
Kanye West,Junya
Kanye West,Junya pt 2
Kanye West,Keep My Spirit Alive
Kanye West,Lord I Need You
Kanye West,Moon
Kanye West,New Again
Kanye West,No Child Left Behind
Kanye West,Off The Grid
Kanye West,Ok Ok
Kanye West,Ok Ok pt 2
Kanye West,Praise God
Kanye West,Pure Souls
Kanye West,Remote Control
Kanye West,Tell The Vision
Maria Becerra,Wow Wow
Meek Mill,Sharing Locations
Selena Gomez,999
Stray Kids,Thunderous
Zé Neto & Cristiano,Você Beberia Ou Não Beberia?
ABBA,Don't Shut Me Down
ABBA,I Still Have Faith In You
CORPSE,HOT DEMON B!TCHES NEAR U ! ! !
Drake,7am On Bridle Path
Drake,Champagne Poetry
Drake,F*****g Fans
Drake,Fair Trade
Drake,Fountains
Drake,Get Along Better
Drake,Girls Want Girls
Drake,IMY2
Drake,In The Bible
Drake,Knife Talk
Drake,Love All
Drake,N 2 Deep
Drake,No Friends In The Industry
Drake,Papi’s Home
Drake,Pipe Down
Drake,Race My Mind
Drake,TSU
Drake,The Remorse
Drake,Way 2 Sexy
Drake,Yebba’s Heartbreak
Drake,You Only Live Twice
Eslabon Armado,Jugaste y Sufrí
JHAYCO,Ley Seca
Lost Frequencies,Where Are You Now
Oliver Tree,Life Goes On
THE ANXIETY,Meet Me At Our Spot
Zé Neto & Cristiano,Ela e Ela
zzoilo,Mon Amour - Remix
Baby Keem,range brothers
Billie Eilish,Happier Than Ever - Edit
CKay,love nwantiti
Calibre 50,A La Antigüita
Central Cee,Obsessed With You
Chlöe,Have Mercy
Ed Sheeran,Shivers
J Balvin,Una Nota
J. Cole,She Knows
LISA,LALISA
LISA,MONEY
Mc Anjim,Bala Love
RAF Camora,2CB
Rvssian,Nostálgico
Sub Urban,INFERNO
$uicideboy$,"...And to Those I Love, Thanks for Sticking Around"
Lil Nas X,AM I DREAMING
