mb_recording_id,error,ab_bpm,ab_length,ab_rhythm_level,ab_tonal_confidence,ab_tempo_confidence,ab_danceability_value,ab_danceability_prob,ab_gender_value,ab_gender_prob,ab_genre_dortmund_value,ab_genre_dortmund_prob,ab_genre_electronic_value,ab_genre_electronic_prob,ab_genre_rosamerica_value,ab_genre_rosamerica_prob,ab_genre_tzanetakis_value,ab_genre_tzanetakis_prob,ab_ismir04_rhythm_value,ab_ismir04_rhythm_prob,ab_mood_acoustic_value,ab_mood_acoustic_prob,ab_mood_aggressive_value,ab_mood_aggressive_prob,ab_mood_electronic_value,ab_mood_electronic_prob,ab_mood_happy_value,ab_mood_happy_prob,ab_mood_party_value,ab_mood_party_prob,ab_mood_relaxed_value,ab_mood_relaxed_prob,ab_mood_sad_value,ab_mood_sad_prob,ab_moods_mirex_value,ab_moods_mirex_prob,ab_timbre_value,ab_timbre_prob,ab_tonal_atonal_value,ab_tonal_atonal_prob,ab_voice_instrumental_value,ab_voice_instrumental_prob
0dd10e43-5e5c-42a6-a827-53580b047992,,,,,,,danceable,0.985575020313,female,0.999783098698,electronic,0.942002296448,ambient,0.529473721981,pop,0.46741604805,jaz,0.172201260924,ChaChaCha,0.79637157917,not_acoustic,0.937269330025,not_aggressive,1.0,electronic,0.792586326599,not_happy,0.95061647892,not_party,0.867248594761,relaxed,0.764790594578,not_sad,0.659627914429,Cluster2,0.251249432564,dark,0.982017755508,atonal,0.985154509544,voice,0.551786839962
f57fafe8-f82a-4eba-a4b8-3f2451c6b34c,,,,,,,danceable,0.996506392956,male,0.979140162468,electronic,0.65813434124,trance,0.679355978966,rhy,0.286914169788,jaz,0.313974827528,ChaChaCha,0.916080951691,not_acoustic,0.966038107872,not_aggressive,0.976460039616,electronic,0.828089296818,happy,0.833244562149,party,0.825267374516,not_relaxed,0.829454779625,not_sad,0.828807890415,Cluster2,0.280085325241,bright,0.842628657818,atonal,0.592070102692,voice,0.989345788956
ba328c14-fe59-40bb-8e3c-8e62b431bf41,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbba4cde-b73d-465b-a9b9-02be23c47bed,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28073c44-ef2f-4fed-8ae4-6628b7feee42,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3e9b7c2-2843-4509-9ae5-495eb70e3f74,,,,,,,not_danceable,0.936203539371,female,0.981397747993,electronic,0.718223392963,ambient,0.554509401321,rhy,0.817191123962,jaz,0.313974827528,ChaChaCha,0.685563743114,acoustic,0.5,not_aggressive,0.995190799236,electronic,0.92360240221,happy,0.996124327183,party,0.753909230232,relaxed,0.802648901939,sad,0.690750598907,Cluster5,0.494140386581,dark,0.840099513531,atonal,0.984695196152,voice,0.861633896828
7e10fb63-885b-47a2-bac0-d8cdd3896c58,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac5977af-d4dc-4636-b867-b02e15d2f6d8,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e01e3276-9cf1-48af-b0e3-9f0affa2e64e,,,,,,,danceable,0.968857526779,male,0.964522838593,electronic,0.59427690506,ambient,0.376060366631,pop,0.576258063316,jaz,0.313974827528,Tango,0.434980094433,not_acoustic,0.935749471188,not_aggressive,0.958426117897,not_electronic,0.73078083992,happy,0.790106236935,not_party,0.553736150265,not_relaxed,0.986361145973,not_sad,0.7644495368,Cluster3,0.34365183115,bright,0.946749746799,tonal,0.835063755512,voice,0.993548095226
e16bf12e-ad32-4092-9ea0-7336174cd428,,,,,,,not_danceable,0.985991954803,male,0.930483043194,electronic,0.998578071594,trance,0.413108944893,rhy,0.428116261959,jaz,0.310666948557,ChaChaCha,0.455244213343,not_acoustic,0.970929563046,not_aggressive,1.0,electronic,0.825194180012,not_happy,0.959633946419,not_party,0.999974250793,relaxed,0.808817088604,not_sad,0.66551309824,Cluster3,0.416007637978,bright,0.668975055218,atonal,0.961589396,voice,0.546215415001
9a9de254-182c-4b1d-8c1c-4b005b047467,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e11258e7-2f72-4367-86ce-8e86c8e5ff26,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e455af9f-a1c5-434a-bf64-b154327b0f20,,,,,,,danceable,0.767949819565,female,0.794803142548,electronic,0.967475414276,trance,0.798381447792,pop,0.302805513144,pop,0.322010874748,VienneseWaltz,0.956092834473,not_acoustic,0.720461606979,not_aggressive,0.97652733326,not_electronic,0.74729937315,not_happy,0.866501033306,not_party,0.827651500702,relaxed,0.843915641308,not_sad,0.566839456558,Cluster3,0.252746343613,dark,0.736483633518,atonal,0.616856217384,voice,0.574226140976
674a8b2d-db38-40a9-8c53-2e7f13ed22ec,,,,,,,danceable,0.996444344521,male,0.992089509964,electronic,0.89557492733,trance,0.385763764381,pop,0.595035970211,jaz,0.267067581415,ChaChaCha,0.425168633461,acoustic,0.657681465149,not_aggressive,0.795369029045,electronic,0.725246489048,not_happy,0.733904659748,not_party,0.569084525108,relaxed,0.550018668175,not_sad,0.730645477772,Cluster5,0.317322343588,bright,0.976271748543,tonal,0.621437489986,instrumental,0.85204231739
368eb5f9-8e65-44a6-bb74-1d93a926d866,,,,,,,danceable,0.853415310383,female,0.860441327095,electronic,0.995352447033,ambient,0.387969136238,rhy,0.623141884804,jaz,0.797263085842,VienneseWaltz,0.856245875359,not_acoustic,0.582161486149,not_aggressive,0.996653497219,not_electronic,0.730929136276,not_happy,0.629001438618,not_party,0.959283709526,relaxed,0.991482317448,sad,0.55480659008,Cluster3,0.388671547174,dark,0.799829244614,atonal,0.908066093922,voice,0.926492333412
6de05f97-fc00-42bf-8b82-14a351aac3a1,,,,,,,danceable,0.970725059509,female,0.590050518513,electronic,0.973591566086,trance,0.497053533792,dan,0.522128343582,jaz,0.313974827528,Tango,0.311496436596,not_acoustic,0.977253258228,aggressive,0.814234852791,electronic,0.931463420391,not_happy,0.98496234417,party,0.845828473568,not_relaxed,0.794296681881,not_sad,0.776335835457,Cluster5,0.324772387743,dark,0.979800879955,tonal,0.90505874157,voice,0.977487444878
2972b93a-ca3c-4de6-9048-853929feb406,,,,,,,danceable,0.881862819195,male,0.790479660034,electronic,0.959237515926,ambient,0.521782815456,rhy,0.400242656469,jaz,0.192745447159,VienneseWaltz,0.378946483135,not_acoustic,0.708106398582,not_aggressive,0.85335880518,not_electronic,0.756536126137,not_happy,0.814459085464,not_party,0.811581969261,relaxed,0.974910497665,sad,0.751652181149,Cluster5,0.421600937843,bright,0.52056658268,tonal,0.5,voice,0.770855128765
251094ca-0ab8-468b-9313-b9483eac4118,,,,,,,danceable,0.998554944992,female,0.615647792816,electronic,0.95366871357,house,0.507520794868,rhy,0.614247739315,jaz,0.313974827528,ChaChaCha,0.959981262684,not_acoustic,0.922172486782,not_aggressive,0.660255372524,electronic,0.579931616783,not_happy,0.617060244083,party,0.793107748032,not_relaxed,0.746826469898,not_sad,0.822321414948,Cluster5,0.357843160629,bright,0.999998033047,atonal,0.885399162769,voice,0.860144734383
eff47de0-28cd-42da-a222-fc8c6783b509,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a297594-4fcf-45f0-8dda-efaf4593a660,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9e9c957-c88f-45da-aa4d-99279e8840e3,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d4bc298-80b5-4090-be58-55ace3f90b80,,,,,,,danceable,0.998784124851,female,0.792793095112,electronic,0.890634655952,ambient,0.454236149788,pop,0.745797038078,jaz,0.311586618423,ChaChaCha,0.5788154006,acoustic,0.633818387985,not_aggressive,0.986379802227,not_electronic,0.644553899765,not_happy,0.837187230587,not_party,0.664962470531,not_relaxed,0.809478759766,sad,0.669448971748,Cluster3,0.354910880327,bright,0.784879922867,tonal,0.977450430393,instrumental,0.722542345524
c3dd4cbe-5de2-41ab-b5f1-25bd5889f240,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee668d57-c9ab-424d-8915-d8784e3c1dab,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485850f6-f72f-4463-96e0-b9afe876feb1,,,,,,,danceable,0.999999880791,female,0.711936712265,electronic,0.999979913235,trance,0.792695820332,hip,0.53745496273,jaz,0.313987255096,Tango,0.233210965991,not_acoustic,1.0,not_aggressive,0.946827948093,electronic,0.989277541637,happy,0.570402085781,party,0.825596034527,relaxed,0.535704553127,not_sad,0.566061556339,Cluster5,0.717292189598,dark,0.938998758793,atonal,0.988587081432,voice,0.85566419363
5e796532-3e57-429a-b643-16f89e931c79,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12cf42a3-fc8c-490c-95ba-4111c99d1c8c,,,,,,,danceable,0.999988138676,female,0.69206815958,electronic,0.942117214203,trance,0.421756833792,hip,0.546744525433,jaz,0.313987255096,ChaChaCha,0.918640911579,not_acoustic,0.99999165535,not_aggressive,0.945791065693,electronic,0.97804582119,not_happy,0.76987862587,party,0.910130918026,not_relaxed,0.692203938961,not_sad,0.93933314085,Cluster5,0.45037484169,dark,0.785612404346,atonal,0.992814958096,voice,0.991299152374
e89f4241-abc1-4ea2-8674-b9fd3b57db1e,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366f70e2-e854-4312-9593-78bc0717d868,,,,,,,danceable,0.999913454056,female,0.950167417526,raphiphop,0.748072385788,house,0.771208584309,hip,0.845951855183,jaz,0.313974827528,ChaChaCha,0.88479757309,not_acoustic,0.993901848793,aggressive,0.588164687157,electronic,0.976439833641,not_happy,0.942168176174,party,0.873419940472,not_relaxed,0.625277101994,not_sad,0.922261178493,Cluster5,0.467117100954,dark,0.983471095562,atonal,0.923743844032,voice,0.840654432774
7e91093a-b0e6-4e46-8456-f68901a6707e,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708b9dbd-220d-4e9e-a30d-cc36f969c8ea,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926231da-d5e5-489a-8417-c1f58556cd24,,,,,,,danceable,0.5,male,0.601075232029,electronic,0.353519678116,ambient,0.544100821018,rhy,0.46048733592,jaz,0.313974827528,Tango,0.472459822893,not_acoustic,0.776186943054,not_aggressive,0.992660105228,electronic,0.889434337616,not_happy,0.757893025875,party,0.536692976952,relaxed,0.762517213821,not_sad,0.739167809486,Cluster2,0.388513326645,bright,0.999983072281,tonal,0.846716940403,instrumental,0.8293415308
a1cb377d-f11b-45b3-a9b9-260bf42823d6,,,,,,,danceable,0.937782645226,female,0.911921262741,electronic,0.928687572479,ambient,0.622307479382,pop,0.344561576843,jaz,0.33389133215,ChaChaCha,0.924222111702,not_acoustic,0.686740338802,not_aggressive,0.981506705284,electronic,0.887885987759,not_happy,0.891692042351,not_party,0.647516191006,relaxed,0.952180206776,sad,0.773859083652,Cluster3,0.365356713533,dark,0.527496159077,tonal,0.632561147213,instrumental,0.576428830624
f850c77a-add0-4a46-ace6-1e3380051337,,,,,,,danceable,0.993594348431,female,0.781762480736,electronic,0.985510230064,ambient,0.498164117336,rhy,0.588184177876,jaz,0.176822632551,ChaChaCha,0.280651956797,not_acoustic,0.834571897984,not_aggressive,0.997273027897,electronic,0.836099267006,not_happy,0.644869863987,not_party,0.885990560055,relaxed,0.952493906021,not_sad,0.577297747135,Cluster2,0.257484912872,dark,0.878696501255,tonal,0.62306445837,instrumental,0.510549366474
095b6855-8eba-4ee1-ab57-aa26c65d5a55,,,,,,,danceable,0.900247573853,male,1.0,folkcountry,0.244641453028,ambient,0.469170451164,rhy,0.339689642191,jaz,0.313987255096,Tango,0.89922940731,not_acoustic,0.655756354332,not_aggressive,0.976065456867,not_electronic,0.650719642639,happy,0.5,party,0.512351036072,not_relaxed,0.525825738907,not_sad,0.852756023407,Cluster2,0.339271664619,bright,0.982801616192,tonal,0.695325493813,voice,0.770427644253
fc51acb6-7898-4db0-857b-a27540d1a181,,,,,,,danceable,0.991428136826,female,0.941664993763,electronic,0.971238911152,ambient,0.343392372131,pop,0.617212772369,jaz,0.311586618423,Tango,0.233675032854,not_acoustic,0.878121554852,not_aggressive,0.989739835262,electronic,0.827080130577,not_happy,0.615788459778,not_party,0.750436723232,relaxed,0.862363278866,sad,0.701490044594,Cluster5,0.257735878229,bright,0.550391733646,atonal,0.814825296402,instrumental,0.904900610447
1d91ea69-cce4-422a-88b2-7442058a9c87,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4d006a6-54b6-494a-93ec-bfdb52e5dc2b,,,,,,,danceable,0.958168268204,female,0.785398602486,electronic,0.954482614994,house,0.609030008316,rhy,0.70111656189,jaz,0.314674407244,ChaChaCha,0.954729199409,not_acoustic,0.975670278072,not_aggressive,1.0,electronic,0.971390366554,not_happy,0.857646524906,not_party,0.999065876007,relaxed,0.808832406998,sad,0.803483605385,Cluster5,0.469648867846,dark,0.968837857246,atonal,0.884876906872,voice,0.879085898399
240ac63f-cfdc-4f15-b6e2-315977d0a4ae,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19f457b0-0f8c-40df-bd9e-f394c294a928,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af522884-a7a1-4336-990c-583b1b9e1ebf,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8eccc484-bba1-4ca0-8600-41c8be9976a9,,,,,,,danceable,0.977134406567,female,0.827975928783,electronic,0.999350786209,house,0.748937487602,rhy,0.967066884041,roc,0.185112789273,ChaChaCha,0.722864508629,not_acoustic,0.883609890938,not_aggressive,0.994310438633,electronic,0.977879345417,not_happy,0.63089299202,not_party,0.706852853298,relaxed,0.965483605862,not_sad,0.680733680725,Cluster5,0.293192833662,dark,0.981032371521,atonal,0.999986112118,instrumental,0.861555576324
fdc14ab6-3403-496b-99b3-1dd3fb4a8fa8,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a45a4fc3-fac7-47e6-889e-0070d337b2d5,,,,,,,danceable,0.983791351318,female,0.649666786194,electronic,0.989658355713,house,0.755411505699,rhy,0.578022003174,jaz,0.313974827528,ChaChaCha,0.996019005775,not_acoustic,0.903003394604,not_aggressive,0.923498630524,electronic,0.942654132843,not_happy,0.776675343513,party,0.74150621891,relaxed,0.968610644341,not_sad,0.607119977474,Cluster2,0.253881782293,bright,0.552391648293,atonal,0.950806856155,instrumental,0.812088727951
4396f93f-c637-4919-810e-cd4e363fddb6,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b880151-1ac0-4604-90e3-4eb82714bad8,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be8bfbbf-7609-4c73-8881-54153242b2bb,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4df7ea5-22e0-4398-952f-6b6af830380f,,,,,,,not_danceable,0.594626009464,male,0.738059639931,folkcountry,0.305614709854,ambient,0.618455708027,rhy,0.647625923157,jaz,0.195458501577,Tango,0.438978731632,acoustic,0.665068328381,not_aggressive,0.981131076813,not_electronic,0.855869293213,not_happy,0.949491798878,not_party,0.877379059792,relaxed,0.891127943993,sad,0.680839538574,Cluster3,0.420917987823,bright,0.906853318214,atonal,0.857775509357,voice,0.997846364975
8253b230-47a0-49d1-835b-77b0e73cfc3e,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f600719-898a-418e-b528-b5660d1891bd,,,,,,,danceable,0.997173726559,male,0.962215662003,electronic,0.582364678383,house,0.611332774162,hip,0.424189805984,jaz,0.310666948557,ChaChaCha,0.960556685925,not_acoustic,0.918923437595,not_aggressive,0.999995470047,electronic,0.694074988365,not_happy,0.624515652657,party,0.539595603943,not_relaxed,0.668833196163,not_sad,0.768008351326,Cluster4,0.358684003353,bright,0.79329931736,atonal,0.688680887222,voice,0.752916991711
2a0e6123-9673-47f8-acf8-de20c5e7265b,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f008970e-226f-4c2e-bf36-841ac4676d56,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c664a576-f0e5-4725-8d52-05ecfe4822d8,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832b693a-2004-4824-bdf4-b053b725edfe,,,,,,,not_danceable,0.928645074368,male,0.645204126835,electronic,0.959950864315,ambient,0.860229611397,cla,0.352670878172,jaz,0.297009527683,VienneseWaltz,0.938305497169,acoustic,0.98929721117,not_aggressive,0.999999642372,not_electronic,0.920935630798,not_happy,0.842101931572,not_party,0.990851104259,relaxed,0.990701556206,sad,0.815204203129,Cluster2,0.310132235289,dark,0.938462376595,atonal,0.761893630028,voice,0.989530742168
abb0c0af-629d-4c19-9824-ccb26f67623a,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3f9d318-394e-46d7-99b9-1d78ae595b34,,,,,,,danceable,0.980194687843,female,0.836198568344,electronic,0.860022187233,house,0.74476146698,rhy,0.545288205147,jaz,0.310666948557,VienneseWaltz,0.356770157814,acoustic,0.745919466019,not_aggressive,0.969489991665,electronic,0.881107509136,happy,0.821617543697,not_party,0.798589169979,relaxed,0.768755376339,not_sad,0.536323308945,Cluster3,0.452502518892,dark,0.807216644287,atonal,0.993912816048,voice,0.849981069565
7689d1d6-dcfc-48fc-878c-039ccd86c330,,,,,,,danceable,0.989491403103,male,0.968084692955,electronic,0.604016840458,trance,0.445986270905,rhy,0.298302084208,jaz,0.313974827528,ChaChaCha,0.903607487679,not_acoustic,0.920454442501,not_aggressive,0.987560153008,electronic,0.703581631184,happy,0.603023350239,party,0.829899191856,not_relaxed,0.977248847485,not_sad,0.57848918438,Cluster5,0.322444558144,dark,0.51679289341,atonal,0.695921957493,voice,0.647693932056
48e04079-4ab0-472d-b872-595f080ea8f2,,,,,,,danceable,0.998774170876,female,0.704020023346,electronic,0.791121125221,house,0.415392369032,rhy,0.367543786764,jaz,0.313974827528,ChaChaCha,0.958232581615,not_acoustic,0.936246454716,not_aggressive,0.956367850304,electronic,0.648625075817,not_happy,0.520894467831,party,0.814514935017,not_relaxed,0.85818374157,not_sad,0.735456287861,Cluster5,0.307763427496,bright,0.971024036407,tonal,0.583362281322,voice,0.975199520588
b610dc43-574d-4036-b33e-a3cb5a16f726,,,,,,,danceable,0.998337030411,male,0.924009084702,electronic,0.851507902145,trance,0.574280977249,dan,0.828221142292,jaz,0.310666948557,ChaChaCha,0.965656280518,not_acoustic,0.999994397163,not_aggressive,1.0,electronic,0.960077524185,not_happy,0.708787798882,not_party,0.998939931393,relaxed,0.808819770813,not_sad,0.696488142014,Cluster4,0.285408169031,bright,0.632967293262,tonal,0.741810142994,instrumental,0.946572542191
