artist,song,mbid
Dreamville,Got Me,1df01b68-64f7-443c-b76f-96b35f45e2e1
Dreamville,"Ladies, Ladies, Ladies",ba2dd11b-549c-425d-a980-9adc79ffae62
Dreamville,LamboTruck,a72b74e3-138a-40e3-a80c-b929815dedef
Dreamville,Oh Wow...Swerve,ad049d2c-23b6-4e87-92b8-cbaf27506890
Dreamville,Rembrandt...Run It Back,f5ea3b7a-ce82-47c6-8689-245efc32b363
Dreamville,Self Love,fb4b4c72-8253-4fad-81ed-9993fa6fe3a5
Dreamville,Sleep Deprived,c1f77b07-5db0-4ad8-b6b0-609196ebfc05
Dreamville,Sunset,3bb04c38-99d1-428f-87ca-3fe096cd020e
Dreamville,Swivel,94073f82-46c4-4d78-a3e5-baa3f02c1c37
Dreamville,Under the Sun,f22ed513-a34d-43f2-992c-ac8b4eac3ed7
Dreamville,Wells Fargo,f175f4e5-8cf6-4b83-a97d-cb4b9a61b1cc
Ed Sheeran,BLOW,0a79cbbe-225e-4601-8206-63e42588a217
Ed Sheeran,Best Part of Me,e3e31c9e-0a33-4a11-af49-17e48fc44797
GOT U,U GOT IT,d98b95c4-0f96-449c-9c9d-06c1c062190c
HammAli,Прятки,20c56535-8cbd-495a-b996-33c6cb34b2aa
JONY,Лали,18eace15-a7c0-4c50-814b-04a44aa81449
Loredana,Jetzt rufst du an,fbcab07a-973d-46e2-846a-27dbfec9043b
Megan Thee Stallion,Cash S**t,
Olexesh,Feuer,cc356a26-5569-4d38-b946-8a073169a430
Post Malone,Goodbyes,69e7a6b5-cff8-4174-a6f4-c5818f655ed7
SIXC,MOVE,8eb4d223-863b-45ed-a80f-b553bb3df36a
Summer Cem,Yallah Goodbye,8aee3858-7ad2-4f5b-888a-3224809e6afd
BAEKHYUN,UN Village,1701b7db-de67-4e9b-9429-0519a5f4c943
Beyoncé,Spirit,73e55c69-9eb6-4d76-9acd-6e4c0f059c4f
Capital Bra,Zombie,f9abaeac-c08f-47f3-83d2-34f7ed03cc9c
Die drei !!!,061 - Der Fall Dornröschen,0a435ebc-e360-4390-9702-f32de67ad6f4
Die drei ??? Kids,070 - Aufbruch ins All,664f288d-d25d-413c-a9b7-a290bac53464
Ed Sheeran,1000 Nights,7684982a-efee-49e5-baf0-82a466f12508
Ed Sheeran,Antisocial,b99da1d1-2b21-4b1d-831d-93494705e0df
Ed Sheeran,Feels,22fa6f7d-40e2-4b10-aef0-53dc1c1c5d10
Ed Sheeran,I Don’t Want Your Money,bc49fefe-6afa-4e83-8f36-e063274953d9
Ed Sheeran,Nothing On You,61b336d7-8859-4304-bc8e-e479bc79939b
Ed Sheeran,Put It All On Me,2850a30d-81fb-415f-8f55-dda3217d611c
Ed Sheeran,Remember The Name,d0918137-9458-4b4e-9d7d-7380c9c9e155
Ed Sheeran,South of the Border,1f9ec2e9-0166-4f67-95e2-7551720e786e
Ed Sheeran,Take Me Back to London,f718ad2c-6b8c-411d-b72b-281ba3b6a4a0
Ed Sheeran,Way To Break My Heart,47de183e-f30f-4c94-b8c1-7e357850cea1
Jax Jones,Harder,b778e9ed-6691-4b60-b7b8-ddb3599671f8
MIST,So High,677361b3-621a-4db1-83e8-ad93744bfa4d
Official髭男dism,宿命,09f71a54-b72a-472e-920b-f17b8ce3e2ee
Piso 21,Una Vida Para Recordar,177f551d-673e-47b9-9450-b1e895120b05
Shindy,Babyblau,cb976e5d-0372-4738-a8dd-c577c6e50c4f
Shindy,Babygirl,1ac76fe4-7501-482d-bdf6-77622fbf42d3
Shindy,Bietigheim Sunshine,dff19d57-8955-4548-b72a-2242a1f733ce
Shindy,Drama,49809763-ec25-48d7-af92-67bf7f309621
Shindy,Honigtopf,c961f03c-8d04-4a1e-a4e8-98733ac42afb
Shindy,MMM,d1e69a0b-ab33-4aee-a537-05102921cc12
Shindy,Raffaello,0338a269-4b36-459e-9ff6-93e09e43576b
Shindy,Rapsuperstar,510d3c12-df78-426e-8aa7-f872895c9d28
Shindy,Shoot,fbcd2da9-d2d4-4120-aa19-19e78caf8448
Sido,Energie,5879b8ee-2fef-4831-9d8c-b924c5c149af
Stephanie Poetri,I Love You 3000,c96c2979-ce1f-473e-a469-c0b58ae64525
AJ Tracey,Ladbroke Grove,a44fb479-9123-4a3a-96dd-5a5737719aa4
Anuel AA,China,08e7ee16-a2ec-4795-b685-893b5f429c51
Bazzi,I.F.L.Y.,ea3791ce-cec4-4812-ab50-a7e6a7c21939
Beyoncé,ALREADY,7a136704-c46a-4fb9-8a12-9b97bc271d21
Beyoncé,BIGGER,37aeb6ae-6002-4690-bee0-4778c634a225
Beyoncé,BROWN SKIN GIRL,dc0e3d1a-940a-4bcb-a964-9006ef937199
Beyoncé,Can You Feel the Love Tonight,af5b0833-f735-4bf7-a7f9-b9d922aa1cad
Beyoncé,FIND YOUR WAY BACK,670dba99-2511-4846-9614-68b20de9c45a
Beyoncé,NILE,8edfd98e-ecb3-4af7-98d2-09171484f27c
Beyoncé,Z & Childish Gambino - MOOD 4 EVA,
Burna Boy,JA ARA E,4f1d1643-c516-4731-bb8c-8286f805faf6
Dardan,kAdaLe,559a585f-8985-452c-9af9-e25cdf4e8901
Die drei ???,200 - Feuriges Auge,1c09d469-017a-4ce6-b31c-c8fcd44eb1eb
KC Rebell,Neptun,7660f545-183d-41f6-b693-bde5643df801
Loud Luxury,I'm Not Alright,740a28c9-2f42-47bc-95a9-92cd54a4c34a
Luciano,Im Film,b5fdad3e-9a14-41de-890a-1bd1d614f0e2
Niska,Du lundi au lundi,9f1f1b1c-4595-465d-88be-1385c8a5dabf
PRODUCE X 101,Dream For You,aecea6b2-d74a-456f-a34f-1d0d235339b5
PRODUCE X 101,To My World,aad48423-79b4-43ce-aea4-a3fa7e68695f
Quality Control,Baby,062f8de2-0b5a-467e-ae3f-70cc30440ccb
Salatiel,WATER,d25c7397-50df-4019-b89f-1015613c0aa2
Sam Smith,How Do You Sleep,ebc71d87-c1c6-404c-84b9-3a8e92287268
Samra,Zombie,f9abaeac-c08f-47f3-83d2-34f7ed03cc9c
Tekno,DON'T JEALOUS ME,ba9020d7-4bc0-4e0c-9245-803608d85491
Tiwa Savage,KEYS TO THE KINGDOM,e3bfec8f-7527-4f81-b0ed-64dc7133240d
Ufo361,On Time,0ebbb74b-dc72-4d78-9607-ad97fce1785b
Azet,Money Money,
Bryson Tiller,Blame,dfdc8c05-465d-4262-9a34-3937b8e0c37f
Chance the Rapper,All Day Long,a42cff54-1828-42b2-bba9-900c4ac1a769
Chance the Rapper,Ballin Flossin,3c4ccceb-3125-420c-962f-d1110102f018
Chance the Rapper,Do You Remember,0b1fc54f-4dce-4d36-9615-f58f65450b29
Chance the Rapper,Eternal,328947ee-ccaa-45ee-bc22-4f6a70ef29e0
Chance the Rapper,Get a Bag,1810f286-1e74-49a9-8d47-da456e84d710
Chance the Rapper,Handsome,97403586-f348-4a6c-bd58-6cddde59ed60
Chance the Rapper,Hot Shower,f27c28bb-25d9-46ed-9ed1-72332663f631
Chance the Rapper,I Got You,1d064618-f62c-427f-9786-8203bee88d30
Chance the Rapper,We Go High,1e1d3e75-1bb9-4ee8-b827-9049aba2b16a
Charli XCX,Gone,46e7daa8-40cd-4cce-9a43-8b01a2370fed
Die drei ??? Kids,071 - Tatort Trampolin,
Joel Corry,Sorry,21e9dba8-9993-406c-86b8-8a5c4aca71a0
MERO,Mein Kopf,e1012110-2333-420e-801c-718f90c29ac3
NCT 127,Highway to Heaven,c88404e7-a749-4d99-8422-4e157c950c1e
NCT DREAM,BOOM,e089420f-f375-4c94-bf3c-6e403bf3e6e6
NF,Time,adad55ad-075a-489d-9a15-96800e5cd8c2
NLE Choppa,Shotta Flow,286c68bb-66a8-4b8b-b850-1a3c72762af7
PRODUCE X 101,Boyness,310d0937-f767-403c-b9bd-94d5690ce5ee
R3HAB,All Around the World,76ce800c-71e0-47bd-a8cd-f3db9a425c68
Residente,Bellacoso,401822fb-90b5-4715-a973-f55a5651375f
Rick Ross,Gold Roses,201ef778-21fc-4e3d-9390-77e3ca88b078
Summer Cem,Bayram,c4be6f74-d4d0-40c8-adc8-d5306e85cc8c
Taylor Swift,The Archer,e4e4117c-d794-478f-a3c3-af19db9bfb36
The Chainsmokers,Takeaway,947d30a9-00b0-426e-92fe-737cd3759bd0
Tones and I,Dance Monkey,182d8302-7d5b-4d86-a120-619d283b9adb
Ufo361,Nummer,c86c8a14-6f4b-4097-9203-7f8dc421e960
aimyon,The Smell of a Midsummer Night,
Ariana Grande,Boyfriend,214e3af7-f3e2-46b3-a7c8-fb79a1c683cc
Big Sean,Single Again,9cf8175e-ee54-42ee-a54d-ec8fff42ef8f
Booba,GLAIVE,e27983d9-b404-4957-b202-4d0666f48365
Capo,Run Run Run,d893f5c8-a110-4b86-9869-ec00e3e2fe65
Dayvi,Baila Conmigo,40141b06-fbe8-4823-8cc9-64935933ae43
Die drei !!!,062 - Spuk am Himmel,655071ac-7dc5-4dde-94c9-99bb928e4309
Drake,4pm in Calabasas,09dd286e-0341-472e-a0d2-182204e0ab32
Drake,5 Am in Toronto,57e3fd2d-eb17-43b6-901b-70e8c8d177ec
Drake,Can I,b6d458f8-b41f-4b60-baf5-07fc9a9ce36a
Drake,Club Paradise,26e1dea9-cd47-4258-944c-49a0788cc24c
Drake,Days in the East,6f6d9406-ca6f-4657-9f0c-5777caf4626f
Drake,Draft Day,e7e00605-44db-4800-a757-7b03a19b9933
Drake,Dreams Money Can Buy,a38ae4e4-55cd-47e9-87ad-060f57830036
Drake,Free Spirit,41a5f9eb-ff54-4bd6-b044-108bbe6e0bcd
Drake,Girls Love Beyoncé,e182ab34-8643-4709-b008-496163559aef
Drake,Heat of the Moment,838a72d9-4f68-4691-ba42-acfbfc38f593
Drake,How Bout Now,3c09049d-620e-4d7d-8ecf-2d7f4aec38fc
Drake,I Get Lonely,1cccf9e4-70f1-4787-95a4-03486c282947
Drake,Jodeci Freestyle,e1f32fab-0aa0-489b-b48b-a42f66be4319
Drake,My Side,a0aa5955-171f-4c4d-9226-9ef0c9434047
Drake,Paris Morton Music,af39eb92-6d0c-4c3d-8a2f-b7d761879916
Drake,The Motion,b8d1b38e-b615-4f7c-9099-4d4e191b38c8
Drake,Trust Issues,593bf238-c404-4bd1-83e0-5f8ac7fb1f42
Gruppa Skryptonite,3x3,8be96b2b-0cb1-4260-90d5-56b26833f041
ITZY,ICY,11c47e3c-2faa-4080-b36d-57e383f27812
Lauv,"f**k, i'm lonely",
Loredana,Eiskalt,bcc384af-9a87-4a8b-8a66-73784ef4ac25
Nicky Jam,Atrévete,71f38fd2-9ca1-4ae0-8895-df8de16ab71a
Sam Feldt,Post Malone,e3ea42f5-47c3-4a8a-9227-d4c786fbd81f
Takagi,JAMBO,d2201126-c335-4bd6-b554-c3e8b42501ee
Trettmann,Du weißt,e6bf0e3b-43f5-450b-a61b-4bf2dbe7400c
YBN Cordae,RNP,3ff4a833-821d-4aa8-9882-f137f311d890
YOUNOTUS,Narcotic,7e890079-0f26-4518-a568-712f141e1f24
あいみょん,真夏の夜の匂いがする,1f31874d-1dc6-4bd1-9873-a96ef7cce48a
Aitch,Taste,ef0eb0d2-0951-47c8-8dfe-c3950a82004b
Ava Max,Freaking Me Out,3083d9cb-24a5-480f-8bbf-64233176f232
Camilo,Tutu,f06e1dc0-3f1d-4f2d-8462-01fe293171cc
Dimitri Vegas,Instagram,40f6e8a7-079f-42b3-971f-cf4d6107a783
Freya Ridings,Castles,a52d7247-2481-4c62-94fc-5bfaeb0dc8e4
Katy Perry,Small Talk,d4a2e09a-b321-4be4-87a4-b1bad6bf1836
King Gnu,飛行艇,d7c41fc9-7f60-4d5e-9866-9bd7bfce674b
MERO,Olé Olé,e2fb67c6-999b-455e-b43e-bcbaca0fc611
Megan Thee Stallion,Hot Girl Summer,167ac082-54e5-4ac8-8226-220cc39d6027
Moha La Squale,Ma belle,c4c79f79-0fd1-4606-a1f8-1cfc44bf8002
Official髭男dism,115万キロのフィルム,f130683f-d509-4e7a-b567-8d49ab30ded3
Rick Ross,Act a Fool,e5977011-0888-49bb-9ddf-023372742cd0
Rick Ross,BIG TYME,05ad44b0-abfd-4752-b131-d4dbead2c6f8
Rick Ross,Bogus Charms,b33daedf-98d1-4e78-89d3-75e48ad32808
Rick Ross,Nobody’s Favorite,79378b4a-e77c-4213-a171-6b5dc18574d0
Rick Ross,Rich N***a Lifestyle,42ddb3d0-8ed4-4ea9-9aaa-39a2735083de
Rick Ross,Summer Reign,84385300-7c19-4d13-9822-f49dc50f0be3
Rick Ross,Turnpike Ike,248e9455-c672-4f52-926f-59906bbbc632
Rick Ross,White Lines,a8eed874-e6a5-414e-9316-7c1778584dca
Saweetie,My Type,243f2558-8612-44b0-bf38-287acf7e44d7
Summer Cem,Rollerblades,ae3ed95c-3a98-4838-a127-00a2c6793c18
TOOL,Fear Inoculum,ffe036a9-6c92-4098-bd1e-1b9f6439fb00
Trippie Redd,Mac 10,07f9cbb2-084d-4453-8e4d-d272d75150bc
Trippie Redd,Snake Skin,1d79ad4a-171e-4d87-b5f7-843167ca8b15
Ufo361,04:30,f45081ab-be29-48b7-9ea3-c332f20f842e
Ufo361,Lost,d278fa3c-7ac9-4615-980b-b7911e7dec7f
Ufo361,Richard Millie,5dedb9d1-e806-4c1f-9af1-aa83e7b56099
Ufo361,Wave,af6ec23e-9d42-4a46-a482-fd9408f249b4
Dardan,gENAuSo,2462a365-f8df-40fd-a387-ba07d2d7c4e2
Diplo,Heartless,8b0b7b55-3eed-4aa5-acfd-00e73e8b84c8
Jorja Smith,Be Honest,526f8a91-e94d-4239-a39b-fc71b5a4df54
Lil Tjay,F.N,2b9c66a7-22b8-4b40-9775-1618e2fcdf37
Luciano,Yeah,dea9a795-327a-4183-80ca-0b60fc64a387
Martin Garrix,Home,e933bd94-079c-4e06-9a97-ee461325145a
Miley Cyrus,Slide Away,64a5ca40-d28c-41f2-9c32-055de9b912dd
Mustard,Ballin,ac75cc17-716b-4916-a601-12dca645d7d4
Normani,Motivation,11493752-228b-40ae-a8b8-57901c3d87f7
Official髭男dism,Stand By You,0498ec56-8c91-4b28-b889-8a8977e5ef37
Quality Control,100 Racks,601eb83b-5c74-4ce7-b9cc-423cec0f95be
Quality Control,Pink Toes,3e33245b-cf97-4d4f-8b1e-0186ff53dc89
ROSALÍA,"Yo x Ti, Tu x Mi",48e6bbcc-24a6-438b-a697-7e557f4f9326
Swae Lee,Won't Be Late,d91fbda0-efac-49a8-90fe-d72ca8f88e58
Taylor Swift,Lover,aa21f72e-a6bb-4f08-9eb1-6cd697d929bb
Young Thug,Bad Bad Bad,9d91a78f-a9dc-4860-bc57-828b37429e99
Young Thug,Big Tipper,4a08b127-67b5-4e5a-840e-5312652442c6
Young Thug,Boy Back,fb090fd2-6aa3-48aa-9787-b8c5ebd08e85
Young Thug,Cartier Gucci Scarf,977a191a-3471-4fe7-8376-c081d8f0f09d
Young Thug,Circle of Bosses,7645b7c9-f29e-47ae-a7f6-e393edc456b4
Young Thug,Ecstasy,96f8349b-6266-4188-9daf-d7b591ab5e9f
Young Thug,Hot,90569e31-6548-4979-9b45-3a0b540b2051
Young Thug,I Bought Her,404c940d-dc1b-4f4a-b5ea-35bc1ff0570f
Young Thug,I'm Scared,06d0ba36-194c-42e8-9550-20e5c9202edd
Young Thug,Jumped Out the Window,361ab0ce-f2f7-4ad5-b3a5-1990435d16ca
Young Thug,Just How It Is,c0becf52-fbb8-473d-8886-b1d6368fdc2c
Young Thug,Light It Up,9272baed-48f4-4700-b1a1-f9c56f237850
Young Thug,Lil Baby,72776678-54c6-422f-b716-3110ccaa110c
Young Thug,Mannequin Challenge,f2789bc9-1dbf-4bce-8890-a1fd6f9da831
Young Thug,Sup Mate,930c4afa-d0eb-406b-a429-00bbf6920010
Young Thug,Surf,6a3e8f2b-5507-4e9f-84ad-9bc07f10d2b9
Young Thug,What's the Move,2d962c9b-006e-440e-b8c8-f995c86ff5d6
5 Seconds of Summer,Teeth,ccd1e8dd-7559-4bcd-8b65-283274c9ae20
Apache 207,Roller,0dadaff9-765e-4b51-965d-df8f812706b9
Ava Max,Torn,e347759b-c527-418b-b769-eae186dbe72c
Capital Bra,Nummer 1,9af45cc4-44e0-46f0-a9a2-295a5eec7e7b
Charlie Puth,I Warned Myself,c2d029c3-c7fa-48c4-a5aa-64144fa360c4
LORENZO,Toujours plus,1939f468-37ba-4f71-bdc1-609143d777b5
Lana Del Rey,F**k it I love you,
Lena,Better,5c2b2278-8da5-48c0-9bbb-f3f6a706dfa9
MERO,No Name,53ba80f8-3d37-47da-aeaa-9f5aaf8b60c0
Manuel Turizo,Te Quemaste,e85e4dae-19ac-46b5-93eb-d5ec7d2edbce
Miami Yacine,Intro-Résumé,723a5356-aff0-444b-90a1-c7c4bc569ecb
Red Velvet,Umpah Umpah,ff0b0c5a-c6a2-4f86-b1c4-d0e42ee220cd
Reik,Indeciso,f9920a7d-1ec3-4600-9940-b467e0c7bb73
Shirin David,Brillis,914471e2-659c-4a65-903c-3406dbbf34a1
Tainy,Adicto,c99ccb68-9301-4ad4-8d9d-2f6ab2a68523
Taylor Swift,Afterglow,ed1ddba4-2754-46df-8a1c-1a417cf268bf
Taylor Swift,Cornelia Street,d8835358-7b9e-4aab-91da-abcb9e2c7307
Taylor Swift,Cruel Summer,7b3f37a2-850e-499e-95e9-f3fbf0f40331
Taylor Swift,Daylight,4406b301-3af5-44fb-940a-20cf18f0641f
Taylor Swift,Death By A Thousand Cuts,04668cd3-e24e-443c-ad6f-6ec388524a53
Taylor Swift,False God,b2bd77a8-7c37-4b9d-879a-40a913c55c9c
Taylor Swift,I Forgot That You Existed,d5be35a9-5ef0-4e50-b8ca-fb8a83f92303
Taylor Swift,I Think He Knows,26c48fc9-675a-436d-8574-81dfe2f65463
Taylor Swift,It's Nice To Have A Friend,c8d776a1-0f13-492a-aec2-20ef21ec7516
Taylor Swift,London Boy,8faa9087-04f4-45a3-bfd9-a515b0c142e8
Taylor Swift,Miss Americana & The Heartbreak Prince,0c265efc-9845-4571-b3a5-af46a9c2f9cb
Taylor Swift,Paper Rings,bd6e1dd2-3302-4cc9-b1ef-98e11e06012b
Taylor Swift,Soon You'll Get Better,a81f2da1-3236-452a-ab90-d6916046587f
Taylor Swift,The Man,92088bb6-e3d8-4eed-9d8c-f3f97a66b756
Тима Белорусских,Найду тебя,fdcbf004-56cb-4d6a-945f-523a58d7f601
A$AP Rocky,Babushka Boi,da4e5458-4c94-4e6c-9d9f-df459df86a78
Headie One,Both,5bfe0e14-46f9-4527-8058-8f66e2091c1a
Lana Del Rey,California,2fa3a91f-69d6-4c1b-a971-6f3641c82120
Lana Del Rey,Cinnamon Girl,93c05b1f-0366-4bb5-9a2b-d7007526bd7f
Lana Del Rey,Happiness is a butterfly,db34e6df-161a-4d36-9f79-081a1cc7d8f4
Lana Del Rey,How to disappear,27ff777f-d1d7-4ed0-acbc-17d8bc929d11
Lana Del Rey,Love song,8d206074-aec2-4357-87b9-5b2fd18811fb
Lana Del Rey,Norman f*****g Rockwell,051f1859-7476-4c58-92fa-536b49919220
Lana Del Rey,The Next Best American Record,d1d0a26b-11d1-4f6c-8798-b9c1fe770873
Lana Del Rey,The greatest,bbf4761a-23c9-42b2-9ec7-bc7b219ea511
Lana Del Rey,Venice Bitch,2cb9fb20-b11c-4c5d-a55f-de836d10b2b4
Lil Tecca,Did It Again,3885343a-078b-4de2-9e96-5a5247a3eb3e
Lil Tecca,Shots,3d7768e8-f28f-4741-909c-5045c16f49f7
Luciano,Fendi Drip,76d5fff4-1262-488a-986e-32d50de39edc
Luciano,Hustle,2dee865f-21ef-4807-b413-fe226efff085
Luciano,Jean Paul Gaultier,44e69828-f935-4218-be67-2928814a22b2
Luciano,W.I.N.,a2baad7c-a9d5-43df-8f8c-77e553d00470
Post Malone,Circles,a02e147c-18d3-4d2a-aa3d-4444ce90b517
RAF Camora,Vendetta,f094bfeb-6d9b-40a7-8efd-964ea4b3a0e0
RIN,UP IN SMOKE,251c5898-d8f7-41cf-aa00-3a029eb3a02e
Regard,Ride It,e0b0f6e7-cb41-4493-8a2d-5193cc406d75
Sido,High,e0183d1d-14b6-4804-bd88-194686fd4ea9
Summer Cem,Primetime,1ccde7f4-9ebb-45f2-8c88-e1c3eb852e5b
TOOL,Invincible,2370c11a-11a0-4e8b-97a2-7572a65c5b9d
TOOL,Pneuma,9c91b74d-6327-43f7-bd54-f46b6143b211
X1,FLASH,f4bdfbde-6dba-45fe-94e0-b6457e084273
Camila Cabello,Liar,c1129bfc-a745-4ec7-8bb4-a4c3b0da2a40
Camila Cabello,Shameless,8e522896-877a-4e3c-8e29-b21f43892894
Dímelo Flow,El Favor,88df41d0-9db4-4993-b2d2-c06081fb9a88
Eno,Entourage,a4a61165-04d7-46e3-824c-71a22aaac1e1
Lil Tecca,Out of Luck,48d87a28-8845-438d-b424-ee92deba0a7d
Loredana,Kein Plan,ec59aef1-f55b-4c4f-b0f2-45b31e2aae5d
Niska,Bâtiment,5d46cae0-f140-40e5-b755-ce14c33ab28b
Niska,Hasta Luego,9dd8abbe-7abf-48a5-86c6-c81bb04436bc
Niska,La zone est minée,8332f85a-79c3-4722-bc5d-512d62cf3c5c
Niska,Mendoza,0546a228-fcd8-4316-8037-a3c2b673e752
Niska,Moula,33040e41-5657-4f24-ba71-0d27c41a5c89
Niska,Mr Sal,8755523d-ef83-4feb-945f-912a101c337e
Niska,Méchant,c547dbe6-a70f-4457-965e-1d4a627074d8
Niska,Siliconé,172be3cb-f6a3-43e8-bc85-982116adff98
Niska,Tous les couler,82069cc4-97b5-4dd7-a3f6-9fbcf2be2693
Niska,Valise,4f9fb120-6f97-46b7-9ffd-3f661c744be1
Niska,Vrai,1912d96a-2e58-460b-9689-a159281a58d5
OneRepublic,Wanted,e10c9eb6-a6e2-4dc1-a542-b5c3dfafe2af
Post Malone,A Thousand Bad Times,518774f4-ac29-4f63-89e8-e0cba72578fa
Post Malone,Allergic,13768828-414b-44cf-a52f-0e44327e0373
Post Malone,Die For Me,ae60f730-2944-420d-bbf4-969d3ff26abf
Post Malone,Enemies,a24112c4-8216-4601-baf6-e740ee5b1419
Post Malone,Hollywood's Bleeding,f27b1185-5016-4951-8963-076379bef97c
Post Malone,I Know,f798df85-d8aa-4699-a4e0-89d180c84d97
Post Malone,I'm Gonna Be,d378b805-0111-43a7-8232-8046678378ee
Post Malone,Internet,502305c6-24f5-47dd-9283-092253bba3c5
Post Malone,Myself,b180b0bb-1f8e-4727-9ab2-edd29e5483d4
Post Malone,On the Road,89992e1c-2ad1-4f18-89d8-eb1103e9e377
Post Malone,Saint-Tropez,6d74686a-8ae7-4b2b-910e-b0ded32dc83f
Post Malone,Staring at the Sun,9a18c522-b18a-43f1-8f2b-109db8c25b9d
Post Malone,Take What You Want,4ca9c5ee-a8e7-460e-a139-074bfb189d00
Samra,Huracan,9f098f5e-ae55-4620-ae80-f5355f5e5b27
Stormzy,Sounds of the Skeng,fbada780-9ae1-41af-b071-ef18c5d50b7d
A Boogie wit da Hoodie,Mood Swings,6c34f10e-1583-444d-bb64-136309045c1c
Ariana Grande,Don't Call Me Angel,94fba418-ff11-4a07-bea3-0fb3336c938b
Charlie Puth,Mother,3ffe3c73-ee71-42b5-ab9e-f9aaa0901280
D,Block Europe - Nookie,
Drake,Behind Barz,0cfe6dae-8708-4bce-b025-2af59f626736
Gringo,Barcelona,b82ff311-2014-4f05-a2a7-1c51f0507b44
Halsey,Graveyard,d7632adb-63bf-49ea-8f1d-58137a047f36
Justin Quiles,DJ No Pare,e0fcd548-e1f9-47aa-9c87-49e4b08f6194
Lizzo,Good as Hell,d5f85796-2033-42ed-a9d4-46b48b309573
Loredana,Genick,a70dd7c8-bcca-43d6-ab2f-dae0641eaf97
Loredana,HANA,e204b854-86dd-47a3-a454-f7b9aca22bfc
Loredana,Nicht wie Du,da8d6265-5d0b-453b-985c-27837125e084
Major Lazer,Que Calor,e557782d-7a8a-41b0-ad82-e0ae395bbedb
Mika,Paradies,
Official HIGE DANdism,Shukumei,
Official Hige Dandizumu,Pretender,
Official髭男dism,イエスタデイ,65f910d5-8c0b-4ab5-b3db-09c10a3a3d81
Olexesh,Augen Husky,f72dc524-2190-45de-a9b7-6644a82354e5
PLK,Un peu de haine,b8f54cb9-f21e-424d-aded-a6b0aae7d542
PauloLondra,Tal Vez,
milet,us,12bf90ee-00d7-4074-88b2-57abd6f966eb
Apache 207,200 km/h,e9e6a80e-9362-4e73-9818-4d750b7ad75f
Bushido,Ronin,b408a2a3-0c88-48d8-a7fb-9551bf976d1d
Capital Bra,110,e095a11e-5533-48ee-8e34-b2b0603700ec
DaBaby,INTRO,daeca6fc-1a5d-4316-9c83-1c56c847d5d3
Dave,Professor X,996d47c1-4ed9-4932-bb82-73142ef8dd09
Gambi,Hé oh,567c4caa-26a6-4d32-9581-2bdb0c15697f
Hailee Steinfeld,Afterlife,6d915206-4cb4-4f1b-bccb-b73ad19977e6
JONY,Комета,30e23a97-6abb-4565-9f2a-cefc81dd62a4
Lauv,Feelings,4fbb1e4a-c5c7-4694-a971-a3668bcffa17
Lil Mosey,Stuck in a Dream,83916556-ff0b-4ecc-9d1c-7319e59a796e
Maroon 5,Memories,61c3a0dc-0ddf-4b8e-a5d4-f81cc4ad7df3
NLE Choppa,Camelot,645eb825-f71e-449e-8172-2d077571e48e
Official Hige Dandism,Yesterday,
PLK,Problèmes,d245f16a-9480-416e-ac02-8d93e03dbdb0
PLK,Toute l'année,7f58cd2d-c95d-47a7-9460-2f5ea15567bd
RAF Camora,Adriana,0efd5817-c55a-4e18-8462-0ea14132a5a9
Rich Music LTD,Quizás,
SEVENTEEN,Fear,8299afa7-9d8e-4dd2-b192-5b9b3289532d
Shirin David,Nur mit Dir,b03d5914-01de-46c2-ab55-ea2cc58a469b
Stormzy,Wiley Flow,67dd0103-8713-4f20-be25-85c04798358d
Summer Cem,Summer Cem,bbfbce13-5034-4350-822a-428f04dec73b
Tanir,Da Da Da,bd815809-9e8a-4a84-ba65-90ae744145c1
Tiësto,God Is a Dancer,5b1ae166-15e2-462c-9ab7-328067aa20eb
Trettmann,Zeit steht,28467cb0-b6df-4f50-ae31-46b8dd431984
YNW Melly,223's,e2862bf7-afb4-4889-b2f9-10f74cf8af93
Zivert,Beverly Hills,ca8c487e-c4b1-4746-ab0b-e989475418e4
24kgoldn,Valentino,eb109221-5523-4d54-892e-8ab64af2f2cd
D,Block Europe - Playing For Keeps,
DaBaby,BOP,f3796987-0b1c-435b-ba08-71402831724c
DaBaby,GOSPEL,87681e3d-2584-442c-aa7c-66b76f9d2e81
DaBaby,OFF THE RIP,9522d100-d108-4d05-913b-53f5f837037b
DaBaby,POP STAR,85f51a97-c13d-4531-801d-def131f21711
DaBaby,PROLLY HEARD,4e14156e-9df8-4f1f-b1e1-d99ec22b9d94
DaBaby,RAW S**T,
DaBaby,REALLY,02c4ebfa-9462-486c-9a67-0075e03d3bc7
DaBaby,THERE HE GO,f023d0bc-50aa-4cd7-9a7e-b947cb62eb26
DaBaby,TOES,8a8ef724-e0fc-4008-ae89-de1d65c812be
DaBaby,VIBEZ,1ee2d11a-9fa5-404f-9254-8cb21b13f713
DaBaby,XXL,a208be17-a998-4dc3-8e80-116fc17c5e41
DaBaby,iPHONE,fac36b96-3913-40f7-9b68-c34e8da104d7
Diplo,Lonely,1b7fe748-34cc-4120-a6c7-8b905d297250
Fero47,Schau mich an,ed7f31be-14a2-42b0-8981-ab7a991873d7
French Montana,Writing on the Wall,3a815613-d9d1-410f-a3ab-7fc314f0ecf2
Jamule,MONEYHONEYDRIP,220e1d6e-dd49-4e66-a238-c910ecf548fa
